uid,nces_school_id,school_name,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,month,day
402,130129000533,Mceachern High School,1301290,Cobb County,2024-02-01,2023-2024,2024,2:00 PM,Thursday,Powder Springs,GEORGIA,public,2327,0,2,2,targeted,17,m,,,NA,,NA,,,,NA,,142,1557,514,19,12,2,81,0,,,33.8961,-84.6788,124.2,9,12,1457,Cobb County,13,13067,21,Feb,1
403,130012001865,Benjamin E. Mays High School,1300120,Atlanta Public Schools,2024-02-14,2023-2024,2024,4:00 PM,Wednesday,Atlanta,GEORGIA,public,1337,0,4,4,unclear,NA,,,,NA,,NA,,,,NA,,1,1230,96,0,3,0,7,0,,,33.7339,-84.5038,107.3,9,12,1337,Fulton County,13,13121,11,Feb,14
404,410474000559,Willagillespie Elementary School,4104740,Eugene Sd 4j,2024-02-07,2023-2024,2024,3:29 PM,Wednesday,Eugene,OREGON,public,464,0,0,0,unclear,NA,,,,NA,,NA,,,,NA,,317,9,54,17,6,1,60,0,,,44.0712,-123.1,NA,KG,5,296,Lane County,41,41039,12,Feb,7
405,263039006677,Saginaw High School,2630390,Saginaw School District Of The City Of,2024-02-20,2023-2024,2024,,Tuesday,Saginaw,MICHIGAN,public,405,0,0,0,unclear,NA,,,,NA,,NA,,,,NA,,10,363,19,0,1,7,5,0,,,43.4064,-83.9258,27.16,9,12,377,Saginaw County,26,26145,13,Feb,20
406,481800001587,Odessa High School,4818000,Ector County Isd,2024-02-26,2023-2024,2024,9:45 AM,Monday,Odessa,TEXAS,public,3874,0,1,1,targeted,15,,,student,NA,,NA,,,,NA,,337,91,3386,21,6,11,22,0,,,31.851308,-102.382562,227.18,9,12,2651,Ector County,48,48135,12,Feb,26
407,341134002208,West Side High School,3411340,Newark Public School District,2024-03-26,2023-2024,2024,2:45 PM,Tuesday,Newark,NEW JERSEY,public,609,0,2,2,unclear,NA,,,,NA,,NA,,,,NA,,0,490,113,2,1,1,2,0,,,40.742154,-74.203317,46,9,12,467,Essex County,34,34013,11,Mar,26
408,290867000254,Charleston Junior/Senior High School,2908670,Charleston R-I,2024-03-26,2023-2024,2024,3:00 PM,Tuesday,Charleston,MISSOURI,public,331,0,0,0,targeted,14,m,,,NA,,NA,,,,NA,,88,218,10,0,0,0,15,0,handgun,,36.916174,-89.336137,29.5,7,12,321,Mississippi County,29,29133,41,Mar,26
409,483483007467,Connally High School,4834830,Pflugerville Isd,2024-01-29,2023-2024,2024,,Monday,Austin,TEXAS,public,1663,0,1,1,targeted,17,,,student,NA,,NA,,,,NA,,137,317,992,176,4,5,32,0,,,30.419084,-97.676317,123.05,9,12,980,Travis County,48,48453,11,Jan,29
410,010237000962,Leflore Magnet School,102370,Mobile County,2024-01-30,2023-2024,2024,12:03 PM,Tuesday,Mobile,ALABAMA,public,618,0,2,2,targeted,16,f,,student,NA,,NA,,,,NA,,2,590,14,0,3,0,9,0,handgun,,30.7142,-88.0865,42,9,12,516,Mobile County,1,1097,12,Jan,30
412,251113000901,Springfield High School Of Science And Technology,2511130,Springfield,2024-03-11,2023-2024,2024,,Monday,Springfield,MASSACHUSETTS,public,1087,0,1,1,unclear,20,m,b,,NA,,NA,,,,NA,,71,204,767,15,0,2,27,0,,,42.118115,-72.550205,89.67,9,12,952,Hampden County,25,25013,12,Mar,11
413,390437800425,Bolton Elementary School,3904378,Cleveland Municipal,2024-03-20,2023-2024,2024,4:00 AM,Wednesday,Cleveland,OHIO,public,199,0,1,1,unclear,NA,,,,NA,,NA,,,,NA,,1,191,5,0,0,0,2,0,,,41.4947,-81.6191,16,PK,8,192,Cuyahoga County,39,39035,11,Mar,20
414,481623012551,Wilmer-Hutchins High School,4816230,Dallas Isd,2024-04-12,2023-2024,2024,10:30 AM,Friday,Dallas,TEXAS,public,1020,0,1,1,unclear,17,m,,student,NA,,NA,,,,NA,,10,497,495,9,4,1,4,0,handgun,,32.655714,-96.729732,66.13,9,12,747,Dallas County,48,48113,41,Apr,12
415,530732002704,William Wiley Elementary School,5307320,Richland School District,2024-04-22,2023-2024,2024,3:32 PM,Monday,West Richland,WASHINGTON,public,527,1,0,1,targeted,40,m,,ex-husband of teacher,1,suicide,NA,,,,NA,,394,7,86,8,0,0,32,0,,,46.2745,-119.3555,29,KG,5,150,Benton County,53,53005,22,Apr,22
416,120150001484,Suncoast High School,1201500,Palm Beach,2024-04-22,2023-2024,2024,,Monday,Riviera Beach,FLORIDA,public,1592,1,0,1,targeted,NA,f,,police officer,NA,,NA,,,,NA,,543,348,363,257,2,1,78,0,,,26.77836,-80.081529,80,9,12,420,Palm Beach County,12,12099,21,Apr,22
417,480870021493,Bowie High School,4808700,Arlington Isd,2024-04-24,2023-2024,2024,2:50 PM,Wednesday,Arlington,TEXAS,public,2391,1,0,1,unclear,17,,,student,NA,,NA,,,,NA,,163,870,936,358,9,5,50,0,,,32.662576,-97.073088,156.69,9,12,"1,635",Tarrant County,48,48439,11,Apr,24
418,110003000079,Dunbar High School,1100030,District Of Columbia Public Schools,2024-05-03,2023-2024,2024,9:55 AM,Friday,Washington,DISTRICT OF COLUMBIA,public,868,0,1,1,unclear,NA,m,,,NA,,NA,,,,NA,,2,802,60,2,0,0,1,0,,,38.907695,-77.012836,60.5,9,12,584,District Of Columbia,11,11001,11,May,3
419,550999000385,Mount Horeb Middle School,5509990,Mount Horeb Area School District,2024-05-01,2023-2024,2024,11:00 AM,Wednesday,Mount Horeb,WISCONSIN,public,491,1,0,1,targeted,NA,,,police,NA,police shooting,NA,,,,NA,,447,6,21,3,0,0,14,0,,,43.006314,-89.728462,41.73,6,8,64,Dane County,55,55025,31,May,1
420,370150000631,Parkland High School,3701500,Winston Salem / Forsyth County Schools,2024-05-07,2023-2024,2024,,Tuesday,Winston Salem,NORTH CAROLINA,public,1519,0,1,1,accidental,NA,,,student,NA,,NA,,,,NA,,114,581,761,8,5,1,49,0,,,36.057,-80.2571,89.64,9,12,1510,Forsyth County,37,37067,12,May,7
421,530771001171,Garfield High School,5307710,Seattle School District No. 1,2024-06-07,2023-2024,2024,12:45 PM,Friday,Seattle,WASHINGTON,public,1642,1,0,1,targeted,NA,,,,NA,,NA,,,,NA,,604,443,161,205,4,12,187,0,,,47.605,-122.3019,68.2,9,12,660,King County,53,53033,11,Jun,7
422,130029002350,Apalachee High School,1300290,Barrow County,2024-09-04,2024-2025,2024,10:20 AM,Wednesday,Winder,GEORGIA,public,1894,4,0,4,unclear,14,m,,,NA,,NA,,,,NA,,883,334,499,73,2,0,103,0,,,33.9483,-83.7856,122.3,9,12,931,Barrow County,13,13013,41,Sep,4
